non-duplicate	Black screen after suspend-after moving to the nvidia official drivers (not priority)	Is it possible to have Nautilus Scripts menu items without icons?
non-duplicate	How to delete a non-working kernel after update?	ubuntu: escape or exit superuser mode
duplicate	My computer boots to a black screen, what options do I have to fix it?	Installing Ubuntu 12 on a dell inspiron 1501 BLACK SCREEN with vertical color lines
non-duplicate	how to get genome 3 on ubuntu 14.04 LTS 64 bit	Is it possible to color the prompt in Bash?
duplicate	Will there be data loss for upgrade?	Upgrading from a previous version of Ubuntu
non-duplicate	After Installing Ubuntu 13.04 Not able to see options for Windows 8 and Ubuntu at Start Up	Samsung tv serial commands with python
duplicate	What happened to to the startup application preferences?	Empty Startup Application
duplicate	How to make terminal transparent while still having its own background image?	How to add image at the background of terminal in Ubuntu 13.04?
non-duplicate	rEFInd menu dual-boot into Ubuntu issue	Display XChat icon in message menu
duplicate	Is it possible to install Ubuntu without a CD or USB drive?	How to install Ubuntu 13.04 without a CD or USB?
duplicate	How-to remove "amd unsupported hardware" without reinstalling the driver?	"AMD unsupported hardware" error message is displayed
duplicate	How do I resolve unmet dependencies?	The following packages have unmet dependencies
duplicate	What's the difference between a Long Term Support Release and a Normal Release?	Should I choose 10.04 LTS or 10.10?
non-duplicate	Install will not proceed	How to open shared folder in Windows XP from nautilus
duplicate	Nvidia driver doesn't work in 12.10	Unity doesn't work on Nvidia ION
non-duplicate	How can I run Disk Utility in terminal via a comand line?	What software is there for brainstorming?
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	How to install Ubuntu 13.10 in Asus k55vd preloaded windows 8 and upgraded to 8.1 with BIOS UEFI?
duplicate	apt-get update fails to fetch files, “Temporary failure resolving …” error	How to resolve fetch error while update packages on ubuntu server
duplicate	12.04 and NVIDIA card problem with NVIDIA Geforce 7025	Whats Wrong with my OpenGL
duplicate	Will Sun's Java be available from Canonical's partner repository?	sun java being dropped 'TBD' but when?
non-duplicate	IntelliJ IDEA odd UI behavior in 12.10	Update package-manager to include programs installed from source
non-duplicate	Ubuntu update manager error & Ubuntu internal error	How can I join the Ubuntu IRC channel and what should I expect?
non-duplicate	Specific Encryption problem: use encrypted media on a system without root access	dnsmasq works in terminal, but not applications in Ubuntu 12.04
non-duplicate	HDD makes high-pitched noise in Windows, but it is silent in Ubuntu!	How can I stop being prompted to unlock the 'default' keyring on boot? found a solution
non-duplicate	reinstalling/wipe hardrive/pre-existing ubuntu 13.04	Connecting Ubuntu 12.04 with network without login using wicd
non-duplicate	Why do games lag in Unity and not in Unity 2D?	ATI dual monitor wrong supported resolution in Ubuntu 12.04
non-duplicate	What are the current legal issues going on between Ubuntu and Microsoft?	wired and wireless do not work: CONFIG_IWLWIFI_DEBUG disabled
non-duplicate	Problem with QtWebkit and QML in PyQt5 App Ubuntu for Devices (Ubuntu Touch)	What should I do when receiving error notifications by the system
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	Installed as a dual boot ubuntu 13.04 alongside win8 and no grub?
non-duplicate	how do I limit the number of open torrents in transmission?	Dell latitude doesn't get past Dell splash screen
non-duplicate	jpegs created by Gimp unable to be read	Is there an "on mount" hook for fuse?
duplicate	How do I fix Flash issues?	Streaming video does not play smoothly. CPU struggling with simple tasks
non-duplicate	Cannot boot up suddenly, possible problem with hardware clock?	Fix missing KDE oxygen icons on Ubuntu 12.04
non-duplicate	Can't Launch Software Updater From Toolbar	Sudo apt-get update command
non-duplicate	headphones output from VLC player	I can't start airodump-ng (aircrack-ng)
non-duplicate	How to add options to the appmenu in Gnome Shell	GRUB error-can i format HDD and fix it
non-duplicate	Cannot find Highlight tool in Adobe Reader or Okular	Fullscreen gnome classic ubuntu 12.04
duplicate	Why are .goutputstream-xxxxx files created in home folder? 	how to get rid of .goutputstream files
non-duplicate	can't play in my app *.amr file? in Ubuntu Touch	Why aren't icon shown in xfce4-panel menu items when loaded into Unity?
non-duplicate	Wireless device does not work on Dell Inspiron 3521 after installing Ubuntu 12.04	Hide "Places" or "Username" in File Chooser Dialog
non-duplicate	How do I install the drivers for an ATI Radeon 9100IGP Integrated Motherboard Graphic Card?	Can i make a Bridge to get internet from the wifi on my laptop?
duplicate	Sources missing in /etc/apt/sources.list, how do I get them back?	Ubuntu apt-get bricked, what should I do? (From SO)
duplicate	How to install Minecraft (Client)	Minecraft offline produces black screen
duplicate	Cannot install Lazarus IDE on Ubuntu 10.04	Cannot install Lazarus
duplicate	Ubuntu GNOME 13.10 cannot change window border theme	Ubuntu-GNOME 13.10 title bar stuck
duplicate	How can I resize the Unity Dash?	How can I change Unity Dash to desktop mode
non-duplicate	Unstable Mouse Pointer using Synaptics Touchpad	Unable to run internet in Ubuntu 12.10
duplicate	Is there a program to mount all of my drives automatically?	Is there a user friendly way of mounting an external drive that was ejected?
non-duplicate	Is there a way to install and use smart scopes in 13.04 ?	How to revert vlc media player to its original state?
non-duplicate	Where are the deb files downloaded by Software center and the update manager stored?	Kvm: 'kvmvapic.bin': No such file or directory
non-duplicate	How to make an NTFS partition on HDD (12.10)	Installing the latest Docker version on Ubuntu 14.04
duplicate	How do I install Ubuntu to a USB key? (without using Startup Disk Creator)	How do I install Linux to a bootable USB stick?
duplicate	How do I resize my current ubuntu partition?	How to re-partition Ubuntu
duplicate	How can I fix a 404 Error when updating packages?	apt-get update throws 404 errors
non-duplicate	How do I get internet access in my kubuntu 12.04 virtual machine using NAT and a wireless connection?	Why is my Display Controller Intel when I have nvidia graphics card?
non-duplicate	Installing Xubuntu recommended apps	Trying to install realtek drivers for ASUS USB-N13, encountering "Compile make driver error: 2"
duplicate	How can I speed up Unity with an ATI card?	Something Different with ATI Driver?
non-duplicate	Controlling fan speed on H67N-USB3-B3	Is there a PPA to get the latest Mono and Monodevelop versions?
non-duplicate	I need to install a epson tm-u950 printer on Ubuntu 12.04 LTS	I need to reset my computer's ip address to dhcp from static
non-duplicate	Is recovery mode supposed to hang after fsck?	How to prevent Ubuntu Server sleep/hibernation
non-duplicate	Ubuntu Server (tiny) problem. (12.104)	Dash sometimes stuck open; how to force it to close without logging out
non-duplicate	how to use default lxde theme instead of lubuntu-theme?	deploy hadoop with juju
duplicate	Every attempts of installation returns error code (1)	Cannot use apt-get with the parameter --configure
duplicate	Files lens and xdg-open only open nautilus but not the correct applicatiion	In Unity, the folder containing a file selected in the dash is opened in Nautilus instead of opening the file with the corresponding application
non-duplicate	How to fix a Failed Package Operation Error?	Belkin F5D7050 Wireless Adapter no internet
non-duplicate	Can't get bonding and bridging to work for KVM	How to preserve hypertext links while pasting in LibreOffice?
duplicate	Running programs in the background from terminal	How to open an application in terminal and detach it?
duplicate	How do I improve boot time?	Decrease Boot Time
non-duplicate	Multimode mouse - configure extra buttons	Falling back to unity-2D after an update
non-duplicate	How to solve this language downloading issue?	Will this work on my laptop?
non-duplicate	Any solution for "no dial tone" when connecting modem to internet	Ubuntu server 14.04 kernel panic at boot
duplicate	My computer boots to a black screen, what options do I have to fix it?	Stuck on a blank screen with a flashing cursor and a udevd error
non-duplicate	How-to use the Compiz enhanced Zoom from the Ubuntu panel?	Ubuntu 12.04 lts not loading
duplicate	How do I resolve unmet dependencies?	How to resolve Unmet dependencies error?
non-duplicate	Ubuntu installed on usb Hard Drive cannot suspend	File disappeared from NTFS after Ubuntu installation
duplicate	How do I upgrade to the development release (aka. Ubuntu+1)?	Ubuntu system updates
duplicate	Where are GNOME keyboard shortcuts stored?	Where are Keyboard Shortcuts stored?
duplicate	How do I install additional drivers?	How can I install NVidia driver from a .tar.gz?
non-duplicate	How to set 'reply-to' to sender's address when using forward	Microsoft Wedge Touch Mouse Not Working
duplicate	Why does my computer get less battery life with Ubuntu compared to Windows?	Laptop battery life drastically decreased compared to Windows 7
duplicate	Problems upgrading to Python 3.3 and setting up Django	Changing symlink "python" to "python3" causes problems
duplicate	Eclipse menus are cut off or don't show	Is there a way to enable the Eclipse global menu bar?
duplicate	How do I use my own folder structure with Shotwell?	How can I select a sample of pictures from a camera import and move them to another folder on my System
duplicate	Apt "could not find a distribution template" error	Software & updates not opening in ubuntu 13.10
non-duplicate	How do I decrease the font size on the default Unity theme?	Network not working when installing Ubuntu 14.04.1 using encrypted LVM
non-duplicate	Command Line Clipboard Access	Who do I contact to get software updated in the Software Center?
duplicate	How do I install Oracle JDK 6?	Sun's JDK on Ubuntu 11.10 Server Edition
duplicate	my sound output is recognized as my sound input, how to fix it?	How do I stop Skype from playing my PC audio to my friend?
non-duplicate	Unable to connect to https sites with wired connection	Install 2 different application versions alongside
duplicate	How to read and write HFS+ journaled external HDD in Ubuntu without access to OS X?	How to read a HFS+ Journaled?
duplicate	Unity doesn't load, no Launcher, no Dash appears	Carelessly remove all files in ./local/share/applications in my home directory
duplicate	Running Ubuntu off USB 3.0 flash drive	booting ubuntu from a usb drive
non-duplicate	How to restore Ubuntu data after install windows 7?	Cannot install icaclient due to problem with ia32-libs
non-duplicate	Xen XL broken installation, cannot start Dom-U (trusty, 4.4)	Modify gtk3 theme - menu bar
duplicate	How do I add a DNS server via resolv.conf?	The "resolv.conf" file becomes empty after each restart
duplicate	How do I create a desktop wallpaper slideshow?	How do I set my own pictures to change on my desktop? (like every few minutes or so?)
duplicate	How can I play encrypted DVD movies?	Can't play dvd - vob files
duplicate	My disk already has 4 primary partitions, how can I install Ubuntu?	What do I get rid of to install Ubuntu when I have 4 primary partitions?
non-duplicate	bootmgr missing no disc. please help noobie here!	u1partial - and modification stamp on files
duplicate	How can I install Windows software or games?	How to run Windows executable Files
non-duplicate	gremlin.canonical saturating my broadband	Licence Error for Matlab 2012a on Ubuntu 12.04 (64-bit)
duplicate	My computer boots to a black screen, what options do I have to fix it?	Ubuntu 13.10 won't boot and hangs on a black screen
duplicate	How to reset the terminal properties and preferences?	How to recover from terminal custom setup
duplicate	What should I do when Ubuntu freezes?	Ubuntu keeps crashing how do i diagnose what is wrong?
non-duplicate	Catch dbus notification before it displaying	How do I move the terminal in Geany?
non-duplicate	running remmina client at start up	Extraneous Ubuntu One icon on the Unity Launcher?
non-duplicate	when i update ubuntu 12.04 i got following Error	How do I get WebEx fully working with Ubuntu 12.04?
duplicate	Why can't I download the Windows installer (Wubi) from the Ubuntu website?	Ubuntu 12.04 Window installer edition?
duplicate	How can I configure Unity's launcher auto-hide behavior?	How to make the Unity launcher always visible?
duplicate	How do I list the default installed packages?	List Distributions default programs with short description
non-duplicate	NetworkManager, OpenVPN and float	Any good place to get started with Ubuntu desktop widget development?
non-duplicate	How do I get Dolby Advance Audio Virtual Surround Sound Working?	libunrar.so not found
non-duplicate	How to configure Firefox to not save anything other than authentication cookies?	how can i solve this problem in error during update?
non-duplicate	How do I get wifi to work?	Unable to connect to WiFi - Dell Vostro 2420
non-duplicate	Installing Windows 8 in Ubuntu	I installed then deleted gnome and ubuntu desktop, now stuff isn't working correctly
non-duplicate	Custom keyboard shortucts not working on fresh 14.04 install	Starting Opera after suspend leads to a failure message
duplicate	How do I install the Nvidia drivers?	Flickering with experimental driver on a Geforce 8200M 
duplicate	What's the difference between 12.04 and 12.10?	Should I install 12.10 or 12.04.1?
non-duplicate	Asus WiFi Driver for 13.10 (requires patch to work with kernel 3.11)	How to check video memory size?
duplicate	Ubuntu gets stuck in a Login Loop	Cycles through black screen on login after changing password
non-duplicate	How do I return to default wallpaper on login screen in LightDM?	CHOWN: What does "id -u" represent
duplicate	Add custom command in the open with dialog?	How to add programs to the open with menu?
non-duplicate	"Not enough space" - while there is A LOT of space	When will the applications submitted to the Ubuntu App Showdown be available for download via the Software Centre?
duplicate	Resolution of the login screen is wrong on a second monitor	Resolution in login screen
duplicate	How do I install a .tar.gz (or .tar.bz2) file?	How to install .tar.gz/.tar.bz2 packages without root privileges?
duplicate	My computer boots to a black screen, what options do I have to fix it?	Upgrading to 12.10 and 13.04
non-duplicate	Permission denied error when using easy_install	How to listen live sounds from input from external sound card?
duplicate	How burn or mount an ISO file?	How does one burn an iso image to a dvd using windows 8? Specifically Ubuntu 12.04LTS
non-duplicate	How to display current time & date setting?	How to turn off automatic pre-rendering of pages in Google chrome
non-duplicate	Top of the window hidden beneath panel	How do I lock the screen after resuming from hibernation?
non-duplicate	why cant I change my launcher icon size?	Installing Ubuntu from local mirror (on filesystem) with current raring-server-amd64.iso
duplicate	How do I whitelist Truecrypt to show in the indicator area?	How do I whitelist only Truecrypt's notification icon?
non-duplicate	Ubuntu & itunes	how to get justgetflux working in ubuntu 14.04
non-duplicate	Installing 3rd party driver. Beginner's guide	Has anyone compiled eSpeak Text-to-Speech?
duplicate	How can I change the size of Unity 2D launcher icons?	Change Icon Size in Unity 2D Launcher
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	E:Encountered a section with no Package: header
non-duplicate	TuxGuitar sound inconsistent after upgrading to Ubuntu 13.10	How do I create deb package for Oracle JDK?
non-duplicate	Bookmarks Problem in Firefox	Touchpad right click not working in 13.04, ASUS B400A-XH51
duplicate	What should I do when Ubuntu freezes?	Ubuntu freezes when I copy/move file into home folder
non-duplicate	Can I use GNOME 3 themes and icons with Unity too?	Can't seem to get my login screen back after installing slim
duplicate	There's an issue with an Alpha/Beta Release of Ubuntu, what should I do?	Issue with first time login/getting to boot menu
non-duplicate	Chaging monitor resolution	Alt Key for HUD Doesn't Work
non-duplicate	transparent home directory encryption	How do I install a gamepad with vibration?
non-duplicate	How to check if one is using a raspberry pi?	How to download the latest i8kutils package and install it properly?
duplicate	My computer boots to a black screen, what options do I have to fix it?	Installed Ubuntu 12.10 but can't login due to GPU lock and I can't boot with nomodeset because I get no GRUB menu. What can I do?
non-duplicate	How to enable home directory encryption for a particular user?	Wine won't install on fresh Ubuntu 13.10 64bit
duplicate	How do I set up a dual boot with Windows and Ubuntu?	I dont' know how to install?
duplicate	How to install software or upgrade from old unsupported release?	I can't upgrade Ubuntu 10.10
non-duplicate	Ubuntu DVD Startup 'Fixes' Partition table - Wrongly assumes RAID - Corrupts disk partitions	Password in plain text in Ubuntu 12.04 Unity
non-duplicate	Installed eterm but it is not in my path	Is it possible to install Wubi using the ISO?
duplicate	How to recover/reset forgotten Gnome Keyring Password?	How to reset/recover keyrings password on 12.04?
non-duplicate	Ubuntu 12.04 64 bit "unable to find medium with live filesystem" AFTER normal install	Kubuntu 12.04: Change login screen background?
non-duplicate	Ubuntu either won't finish loading, or goes to terminal	Firefox Keeps Crashing Over and Over
non-duplicate	python photometry tools	Can Ubuntu run from usb drive?
duplicate	Can I sync with my iOS4 device such as iPhone 4 and iPad?	Cannot save music files on iPhone iOS5
non-duplicate	No Display Variable, Unity not working, Just upgraded to 13.04, have AMD drivers	Installing Ubuntu 12.04 on a new hard drive and booting from It
duplicate	Flash video appears blue	Flash Videos shows everything with a blue-tint after installing NVIDIA driver (not the one available under Additional Software
duplicate	"errno 5 - input/output error" when trying to install	Ubuntu 12.04 LTS install failed. swap partition failed
non-duplicate	Correct way of downloading the running ubuntu 12.04 source code	how do you format a usb stick in ubuntu server
non-duplicate	How can I rename an external drive?	"sudo update-alternatives --install /bin/sh sh /bin/bash 1" returns "command not found"
duplicate	12.04 indicates filesystem check on next boot, but never does one	How to clear fsck on next reboot flag
non-duplicate	How to highlight an Warning message?	The file or folder /home/XXX/... does not exist. and cannot be deleted
non-duplicate	Cannot open output file: Permission denied	How do I set default display brightness?
duplicate	How do I install Java?	I can't put my java jdk7 file into my usr/lib because it says Permission denied when I click show more
non-duplicate	Booting the liveCD/USB in EFI mode fails on Samsung Tablet XE700T1A	Libre office page numbers latin and arabic
non-duplicate	I would like to make a Virtual Router on Ubuntu 12.04	Restore Default Gnome Ubuntu 12.04
duplicate	I have formatted a partition for Ubuntu. How do I install it on that partition?	Help to decide the partition to install ubuntu
non-duplicate	blank screen during booting	Unable to install Ubuntu 12.10 on Windows XP Professional
non-duplicate	Vuze is not opening once it is closed in Ubuntu 11.04?	Super Slow Ubuntu 11.10
non-duplicate	How to install cowpatty?	Can I update my USB stick to a new version without filling it up and ruining the persistent space?
duplicate	Why do I get "init: failed to create pty..." errors on boot?	Ubuntu 10.04 to 12.04 problem
duplicate	How do I remove the extra Ubuntu option on the Windows Boot Manager menu?	How to remove ubuntu
non-duplicate	How to assign "back" and "forward" actions to Logitech Anywhere Mouse MX' horizontal scroll wheel?	Convert Ubuntu 13.04 to Mac theme error
duplicate	Picture/Video capture programs	Webcam software
non-duplicate	Upgrade Broke Audio	Files transfered from Windows have owner "Nobody". No file can be openned through Ethernet by Windows
non-duplicate	Getting HDMI out to work on Precise with AMD hybrid graphics	Misbehaving of stylus based notetaking programs (Xournal, Jarnal) after installing Ubuntu 12.10 in Surface Pro
duplicate	How to get pianobar working with tor and polipo	Configuring Pianobar proxy
non-duplicate	problem playing video in totem 14.04	Display Problems running Ubuntu 12.04 in Windows VMware Player
non-duplicate	How do I install Ubuntu on an external hard drive alongside my Windows 8.1?	Why isn't Gnome 3  working on 12.04 in VMWare Player?
non-duplicate	Where is EasUS coming from?	Server 12.04 won't update any more
non-duplicate	.DAV file plays in with Totem, but WiNFF cannot identify it	xmodmap works for gnome session, but not for apps?
duplicate	My computer boots to a black screen, what options do I have to fix it?	Ubuntu 13.10 won't boot - kmv: dissabled by bios - Dell Inspiron 1720
non-duplicate	Ubuntu on USB keeps asking to install on hdd	Can I make grub2 boot from a CD in an external USB CD drive?
duplicate	My computer boots to a black screen, what options do I have to fix it?	Problem Installation of Ubuntu
duplicate	How do I change the hostname without a restart?	Changing computer name
non-duplicate	Weather Indicator App stopped working	lowering CPU load average, Kubuntu 12.04
duplicate	How do I free up more space in /boot?	/boot low on disk space
non-duplicate	tmp dir 100% full only 56k out of 1MB being used	Shall I go for 12.04 or 12.10 if I want stability and speed?
non-duplicate	Why does the unity top panel not show the Chrome icon?	How do I get a TP Link WN725 Nano wireless adapter working?
non-duplicate	Ubuntu 12.04 - help for sound under Unity, silence under XFCE4	Turn off spellcheck for cyrillic input in Empathy
duplicate	How to roll back Ubuntu to a previous version?	downgrading ubuntu from 11.10 to 10.04
non-duplicate	How to send syslog messages to multiple destinations with rsyslog	What Happened to my Browsers and RabbitVCS
non-duplicate	Sharing mobile broadband connection through datacable on android device	WUBI 12.04 hangs on startup
duplicate	How do I install OpenOffice.org instead of LibreOffice?	How to install Openoffice?
non-duplicate	Installation needs 4.4GB but only have two 3.5GB SSD	If I want to create a VM for Win 7 on top of Ubuntu, where do I get the install disks?
non-duplicate	How to use pam_blue with lightdm, and unity-greeter?	Hold download in wget till my connection is established
duplicate	What if I run a virus/trojan Windows EXE on Ubuntu with Wine?	I'm whining about wine, windows and linux
duplicate	What is the correct way to install proprietary ATI Catalyst Video Drivers (fglrx) directly from AMD?	How to Install VGA(ati - radeon 9200 se) for Ubuntu 12.04 LTS
non-duplicate	Dell inspiron 15z 5523 unable to have dual boot alongside with windows 8	no such partition. grub rescue>
non-duplicate	file browsing window crashes when attempting 'file->open' after upgrade from 12.10 to 13.04	Why doesn't the Dash have an overlay scrollbar?
duplicate	My computer boots to a black screen, what options do I have to fix it?	Black screen when installing Ubuntu?
non-duplicate	How to export AUFS as NFS	Why didn't 12.04 install?
duplicate	How to customize on screen notifications?	where the system font size is stored in Notify-osd
duplicate	How to boot WUBI installed Ubuntu within Windows 8?	Installing ubuntu besides windows 8
duplicate	How can I edit/create new launcher items in Unity by hand?	create new new launcher icon in unity in 12.04
non-duplicate	Problem installing Ubuntu on UX21	Does Linux support capturing tcp packets without being super user?
duplicate	Is there a way to programmatically move and resize gnome windows?	Opening files from nautilus through script that resizes window automatically?
non-duplicate	Problem installing Nvidia Geforce 310m drivers	Need help setting up WiFi printing to Canon ImageClass MF5950DW
non-duplicate	Persistent file NOT working for 13.04	.desktop file doesn't execute a script, works fine when run by hand
duplicate	Launcher and window menu bar missing after 12.04 upgrade	Everytime I enter to ubuntu I don't have bars, I dont have browser, etc
non-duplicate	How to track temperature changes using sensors?	What are the differences between "md5sum" and "sha256sum"?
